name,price,img,MSRP,rate,rating,review,url
ASUS VivoBook 14 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) X415FA-BV341T Thin and Light Lap...,"33,990",https://rukminim1.flixcart.com/image/312/312/kxc5nrk0/computer/v/x/b/x415fa-bv341t-thin-and-light-laptop-asus-original-imag9tmvv4zh6jzb.jpeg?q=70,"46,990",4.3,99 Ratings,8 Reviews,https://www.flipkart.com/asus-vivobook-14-core-i3-10th-gen-8-gb-256-gb-ssd-windows-10-home-x415fa-bv341t-thin-light-laptop/p/itm8aefcbefccef8?pid=COMG9UA3ZXFZNGHU&lid=LSTCOMG9UA3ZXFZNGHUXZYTSE&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_93&otracker=search&otracker1=search&fm=organic&iid=58247fa2-5a9f-45cd-bac3-942ffce5de42.COMG9UA3ZXFZNGHU.SEARCH&ppt=None&ppn=None&ssid=xexcpm5pkw0000001651491304986&qH=312f91285e048e09
ASUS VivoBook 15 (2021) Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) X515EA-EJ502WS T...,"54,990",https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70,"72,990",4.1,8 Ratings,0 Reviews,https://www.flipkart.com/asus-vivobook-15-2021-core-i5-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-x515ea-ej502ws-thin-light-laptop/p/itm1d88bb23a2484?pid=COMG87FFG6S8ZRXP&lid=LSTCOMG87FFG6S8ZRXPPOZ9DA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_94&otracker=search&otracker1=search&fm=organic&iid=58247fa2-5a9f-45cd-bac3-942ffce5de42.COMG87FFG6S8ZRXP.SEARCH&ppt=None&ppn=None&ssid=xexcpm5pkw0000001651491304986&qH=312f91285e048e09
ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce G...,"64,990",https://rukminim1.flixcart.com/image/312/312/l2hwwi80/computer/i/b/y/-original-imagdtsy32phyfzu.jpeg?q=70,"77,990",4.5,"3,983 Ratings",444 Reviews,https://www.flipkart.com/asus-tuf-gaming-f15-core-i5-10th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-144-hz-fx506lh-hn258ws-laptop/p/itm57d649902588e?pid=COMGB732MK9RHD5P&lid=LSTCOMGB732MK9RHD5PTLPL3I&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_95&otracker=search&otracker1=search&fm=organic&iid=58247fa2-5a9f-45cd-bac3-942ffce5de42.COMGB732MK9RHD5P.SEARCH&ppt=None&ppn=None&ssid=xexcpm5pkw0000001651491304986&qH=312f91285e048e09
acer Aspire Vero(Green PC ) Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) AV15-51 Thin and Ligh...,"57,990",https://rukminim1.flixcart.com/image/312/312/kyt0ya80/computer/c/3/k/-original-imagayazehw3hcgz.jpeg?q=70,"65,000",5,1 Ratings,1 Reviews,https://www.flipkart.com/acer-aspire-vero-green-pc-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-av15-51-thin-light-laptop/p/itm2906fb2c66914?pid=COMG8ZERF8ZQ4PG9&lid=LSTCOMG8ZERF8ZQ4PG9NXWONT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_96&otracker=search&otracker1=search&fm=organic&iid=en_2ttyiI0qYoHwb06ybXc%2BwOgK8w5C2u25BsKMXcTnl675Q%2F2ImJRgkhInWbV%2B7jjCE4lD6s6091LwJTci6dTAUg%3D%3D&ppt=None&ppn=None&ssid=xexcpm5pkw0000001651491304986&qH=312f91285e048e09
ASUS Pentium Quad Core - (4 GB/1 TB HDD/Windows 10 Home) X543MA-DM101T Laptop,"27,990",https://rukminim1.flixcart.com/image/312/312/k9d3p8w0/computer/c/a/h/asus-na-laptop-original-imafr6cbfurgkspg.jpeg?q=70,"33,990","(None,)",0,0,https://www.flipkart.com/asus-pentium-quad-core-4-gb-1-tb-hdd-windows-10-home-x543ma-dm101t-laptop/p/itm5d3b4646a6abb?pid=COMG7HHSGGVMYRZG&lid=LSTCOMG7HHSGGVMYRZG4IIJEF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_97&otracker=search&otracker1=search&fm=organic&iid=733a81bc-8a92-4a8f-a4c3-23d861dc73fa.COMG7HHSGGVMYRZG.SEARCH&ppt=None&ppn=None&ssid=v6sog9kxls0000001651491306535&qH=312f91285e048e09
MSI Modern 14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B10MW-639IN Notebook,"47,990",https://rukminim1.flixcart.com/image/312/312/ko0d6kw0/computer/a/f/n/modern-14-b4mw-410in-notebook-msi-original-imag2km2byc24psz.jpeg?q=70,"61,990",4.4,724 Ratings,92 Reviews,https://www.flipkart.com/msi-modern-14-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-b10mw-639in-notebook/p/itm9771296f748c4?pid=COMG483F5X8GDQSP&lid=LSTCOMG483F5X8GDQSPM5QHSD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_98&otracker=search&otracker1=search&fm=organic&iid=733a81bc-8a92-4a8f-a4c3-23d861dc73fa.COMG483F5X8GDQSP.SEARCH&ppt=None&ppn=None&ssid=v6sog9kxls0000001651491306535&qH=312f91285e048e09
DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) INSPIRON 3515 Thin and Light...,"36,990",https://rukminim1.flixcart.com/image/312/312/kt8zb0w0/computer/n/m/v/inspiron-3511-thin-and-light-laptop-dell-original-imag6n5kbmfcgxk6.jpeg?q=70,"50,173",4.2,193 Ratings,23 Reviews,https://www.flipkart.com/dell-inspiron-ryzen-3-dual-core-3250u-8-gb-256-gb-ssd-windows-11-home-3515-thin-light-laptop/p/itm4f371fbeb2fd6?pid=COMG9NYDXVEFGPSG&lid=LSTCOMG9NYDXVEFGPSGIMQIWE&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_99&otracker=search&otracker1=search&fm=organic&iid=733a81bc-8a92-4a8f-a4c3-23d861dc73fa.COMG9NYDXVEFGPSG.SEARCH&ppt=None&ppn=None&ssid=v6sog9kxls0000001651491306535&qH=312f91285e048e09
acer Aspire 3 Dual Core 3020e - (4 GB/256 GB SSD/Windows 11 Home) A314-22 Laptop,"26,990",https://rukminim1.flixcart.com/image/312/312/l1fc0i80/computer/v/h/e/-original-imagczgsyhftj2zz.jpeg?q=70,"34,990",3.3,3 Ratings,1 Reviews,https://www.flipkart.com/acer-aspire-3-dual-core-3020e-4-gb-256-gb-ssd-windows-11-home-a314-22-laptop/p/itm07e718a865608?pid=COMGBNUMF8CDJZFH&lid=LSTCOMGBNUMF8CDJZFHRBQKKX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_100&otracker=search&otracker1=search&fm=organic&iid=en_7NQotOQFxIFXOZyHVdAY6XgbXuaWNPessaP3rzQWxTU2JEDbuWU8DXIo9tMXB5i9DdEfj69RSmR5DXFheZ2LmQ%3D%3D&ppt=None&ppn=None&ssid=v6sog9kxls0000001651491306535&qH=312f91285e048e09
DELL Inspiron Ryzen 5 Quad Core 3450U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3515 Thin and Light...,"52,000",https://rukminim1.flixcart.com/image/312/312/krdtlzk0/computer/l/k/r/na-laptop-dell-original-imag57f9psmfjcxs.jpeg?q=70,"60,000",4.3,63 Ratings,7 Reviews,https://www.flipkart.com/dell-inspiron-ryzen-5-quad-core-3450u-8-gb-512-gb-ssd-windows-11-home-3515-thin-light-laptop/p/itme452336a0b00d?pid=COMG9QVUMZYBEABM&lid=LSTCOMG9QVUMZYBEABMWJOJL5&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_101&otracker=search&otracker1=search&fm=organic&iid=733a81bc-8a92-4a8f-a4c3-23d861dc73fa.COMG9QVUMZYBEABM.SEARCH&ppt=None&ppn=None&ssid=v6sog9kxls0000001651491306535&qH=312f91285e048e09
DELL Vostro Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10/2 GB Graphics) Vostro 3400 Thin and Light L...,"66,490",https://rukminim1.flixcart.com/image/312/312/kn7sdjk0/computer/l/w/f/na-notebook-dell-original-imagfy6ah6k6jqdh.jpeg?q=70,"87,168",4.1,201 Ratings,17 Reviews,https://www.flipkart.com/dell-vostro-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-2-graphics-3400-thin-light-laptop/p/itm54e4de03ebeff?pid=COMGFZXGNFVE9C26&lid=LSTCOMGFZXGNFVE9C26K6C8YE&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_102&otracker=search&otracker1=search&fm=organic&iid=733a81bc-8a92-4a8f-a4c3-23d861dc73fa.COMGFZXGNFVE9C26.SEARCH&ppt=None&ppn=None&ssid=v6sog9kxls0000001651491306535&qH=312f91285e048e09
acer Nitro 5 Ryzen 7 Octa Core 5800H - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA...,"94,990",https://rukminim1.flixcart.com/image/312/312/kmns7m80/computer/o/0/x/na-gaming-laptop-acer-original-imagfgq66pufmnny.jpeg?q=70,"1,19,990",4.4,328 Ratings,48 Reviews,https://www.flipkart.com/acer-nitro-5-ryzen-7-octa-core-5800h-16-gb-1-tb-hdd-256-gb-ssd-windows-10-home-6-graphics-nvidia-geforce-rtx-3060-144-hz-an515-45-an515-45-r2gl-gaming-laptop/p/itma1ea7a5c6d853?pid=COMG2HCTU4CAZWD9&lid=LSTCOMG2HCTU4CAZWD9BE9ADX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_103&otracker=search&otracker1=search&fm=organic&iid=733a81bc-8a92-4a8f-a4c3-23d861dc73fa.COMG2HCTU4CAZWD9.SEARCH&ppt=None&ppn=None&ssid=v6sog9kxls0000001651491306535&qH=312f91285e048e09
acer Aspire 3 Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 11 Home) A315-23 Laptop,"42,990",https://rukminim1.flixcart.com/image/312/312/ktketu80/computer/n/r/0/a315-23-laptop-acer-original-imag6w27yw7bmdz5.jpeg?q=70,"56,990",4.3,7 Ratings,2 Reviews,https://www.flipkart.com/acer-aspire-3-ryzen-5-quad-core-3500u-8-gb-512-gb-ssd-windows-11-home-a315-23-laptop/p/itm3ea59049bce25?pid=COMG8ZYESERNZFZC&lid=LSTCOMG8ZYESERNZFZCK69EF9&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_104&otracker=search&otracker1=search&fm=organic&iid=en_7NQotOQFxIFXOZyHVdAY6XgbXuaWNPessaP3rzQWxTUU7n1j%2B%2BxWqRpcheOAhEy6nYfgwhQjEBH2x7mXmOHhvg%3D%3D&ppt=None&ppn=None&ssid=v6sog9kxls0000001651491306535&qH=312f91285e048e09
ASUS VivoBook K15 OLED (2021) Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) KM513UA-L51...,"60,990",https://rukminim1.flixcart.com/image/312/312/l13whow0/computer/o/s/h/-original-imagcqvpmys2cmg3.jpeg?q=70,"80,990",4.7,57 Ratings,8 Reviews,https://www.flipkart.com/asus-vivobook-k15-oled-2021-ryzen-5-hexa-core-5500u-16-gb-512-gb-ssd-windows-11-home-km513ua-l511ws-thin-light-laptop/p/itma65cbe0f34166?pid=COMGB6DZ87UFQXMM&lid=LSTCOMGB6DZ87UFQXMMI6QQYG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_105&otracker=search&otracker1=search&fm=organic&iid=733a81bc-8a92-4a8f-a4c3-23d861dc73fa.COMGB6DZ87UFQXMM.SEARCH&ppt=None&ppn=None&ssid=v6sog9kxls0000001651491306535&qH=312f91285e048e09
ASUS VivoBook 15 (2021) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-BQ322WS Thin and L...,"39,990",https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70,"50,990","(None,)",0,0,https://www.flipkart.com/asus-vivobook-15-2021-core-i3-10th-gen-8-gb-512-gb-ssd-windows-11-home-x515ja-bq322ws-thin-light-laptop/p/itm6bb4edeb57b75?pid=COMGB6DZBWCDEXXA&lid=LSTCOMGB6DZBWCDEXXAMHCEBC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_106&otracker=search&otracker1=search&fm=organic&iid=733a81bc-8a92-4a8f-a4c3-23d861dc73fa.COMGB6DZBWCDEXXA.SEARCH&ppt=None&ppn=None&ssid=v6sog9kxls0000001651491306535&qH=312f91285e048e09
HP Pavilion x360 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14-dy0190TU 2 in 1 Laptop,"52,990",https://rukminim1.flixcart.com/image/312/312/kufuikw0/computer/i/o/s/14-dy0003tu-thin-and-light-laptop-hp-original-imag7k25vgcnds5f.jpeg?q=70,"63,510",4.5,33 Ratings,1 Reviews,https://www.flipkart.com/hp-pavilion-x360-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-14-dy0190tu-2-1-laptop/p/itm2485c56a6d60d?pid=COMGA3743UQM5QZ4&lid=LSTCOMGA3743UQM5QZ4ZQUM2L&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_107&otracker=search&otracker1=search&fm=organic&iid=733a81bc-8a92-4a8f-a4c3-23d861dc73fa.COMGA3743UQM5QZ4.SEARCH&ppt=None&ppn=None&ssid=v6sog9kxls0000001651491306535&qH=312f91285e048e09
acer Aspire 3 Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) A315-23 Laptop,"35,990",https://rukminim1.flixcart.com/image/312/312/kybvo280/computer/c/u/5/-original-imagah7xqmwnt2x6.jpeg?q=70,"44,999",4.3,65 Ratings,12 Reviews,https://www.flipkart.com/acer-aspire-3-ryzen-dual-core-3250u-8-gb-512-gb-ssd-windows-11-home-a315-23-laptop/p/itmb8fe582c41a06?pid=COMGBF6ZPSEYQ4Z3&lid=LSTCOMGBF6ZPSEYQ4Z39H0L9G&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_108&otracker=search&otracker1=search&fm=organic&iid=en_7NQotOQFxIFXOZyHVdAY6XgbXuaWNPessaP3rzQWxTX3%2BRlOza%2B9AXxFTuOfuhtneTRlwcrWr7rBnqIfy5Cfjw%3D%3D&ppt=None&ppn=None&ssid=v6sog9kxls0000001651491306535&qH=312f91285e048e09
DELL Vostro Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3510 Thin and Light Laptop,"55,444",https://rukminim1.flixcart.com/image/312/312/kzvlua80/computer/e/y/f/vostro-3510-thin-and-light-laptop-dell-original-imagbsn5hgcnmxqs.jpeg?q=70,0,3.9,34 Ratings,6 Reviews,https://www.flipkart.com/dell-vostro-core-i3-10th-gen-8-gb-512-gb-ssd-windows-11-home-3510-thin-light-laptop/p/itm49b8c16a8cf2f?pid=COMGBP5FDEBNMTGG&lid=LSTCOMGBP5FDEBNMTGGQNYFZH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_109&otracker=search&otracker1=search&fm=organic&iid=733a81bc-8a92-4a8f-a4c3-23d861dc73fa.COMGBP5FDEBNMTGG.SEARCH&ppt=None&ppn=None&ssid=v6sog9kxls0000001651491306535&qH=312f91285e048e09
Lenovo Ideapad Flex 5 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) Ideapad Flex 5 14LT05 UA 2 ...,"52,990",https://rukminim1.flixcart.com/image/312/312/kl9rssw0/computer/g/i/e/lenovo-original-imagyfw5fkyjrhmb.jpeg?q=70,"75,490",4.4,306 Ratings,41 Reviews,https://www.flipkart.com/lenovo-ideapad-flex-5-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-14lt05-ua-2-1-laptop/p/itmb0d78c73dc41f?pid=COMGY5PGCE2KHHGE&lid=LSTCOMGY5PGCE2KHHGE1D8W8X&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_110&otracker=search&otracker1=search&fm=organic&iid=733a81bc-8a92-4a8f-a4c3-23d861dc73fa.COMGY5PGCE2KHHGE.SEARCH&ppt=None&ppn=None&ssid=v6sog9kxls0000001651491306535&qH=312f91285e048e09
ASUS VivoBook 15 (2022) Core i7 10th Gen - (16 GB/512 GB SSD/Windows 11 Home/Intel Integrated Iris Plu...,"58,990",https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70,"80,990",4.1,105 Ratings,10 Reviews,https://www.flipkart.com/asus-vivobook-15-2022-core-i7-10th-gen-16-gb-512-gb-ssd-windows-11-home-intel-integrated-iris-plus-x515ja-ej701ws-gaming-laptop/p/itmf36738fdb013c?pid=COMG87FFHZZ22XUW&lid=LSTCOMG87FFHZZ22XUWLJ9WU0&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_111&otracker=search&otracker1=search&fm=organic&iid=733a81bc-8a92-4a8f-a4c3-23d861dc73fa.COMG87FFHZZ22XUW.SEARCH&ppt=None&ppn=None&ssid=v6sog9kxls0000001651491306535&qH=312f91285e048e09
acer Aspire 5 Core i5 11th Gen - (8 GB/1 TB HDD/Windows 10 Home) A514-54 Thin and Light Laptop,"43,990",https://rukminim1.flixcart.com/image/312/312/krce64w0/computer/g/x/z/aspire-5-thin-and-light-laptop-acer-original-imag55gzykbb22cp.jpeg?q=70,"56,999",3.7,274 Ratings,30 Reviews,https://www.flipkart.com/acer-aspire-5-core-i5-11th-gen-8-gb-1-tb-hdd-windows-10-home-a514-54-thin-light-laptop/p/itm722a187f94fe5?pid=COMG69G2WFUNNHGU&lid=LSTCOMG69G2WFUNNHGU0B2RYL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_112&otracker=search&otracker1=search&fm=organic&iid=en_7NQotOQFxIFXOZyHVdAY6XgbXuaWNPessaP3rzQWxTVXk0ZANXphLwcKuGW7aMNDHPrJaoIZw46vgdZs3pwW9Q%3D%3D&ppt=None&ppn=None&ssid=v6sog9kxls0000001651491306535&qH=312f91285e048e09
MSI Pulse GL66 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 306...,"1,09,990",https://rukminim1.flixcart.com/image/312/312/kr3tj0w0/computer/b/p/r/na-notebook-msi-original-imag4z5zs2xkvmwh.jpeg?q=70,"1,39,990",4.6,85 Ratings,18 Reviews,https://www.flipkart.com/msi-pulse-gl66-core-i7-11th-gen-16-gb-1-tb-ssd-windows-10-home-6-gb-graphics-nvidia-geforce-rtx-3060-144-hz-11uek-248in-gaming-laptop/p/itmbb49a7b567a7a?pid=COMG4S3GDEHZ9SAT&lid=LSTCOMG4S3GDEHZ9SATNORZAS&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_113&otracker=search&otracker1=search&fm=organic&iid=733a81bc-8a92-4a8f-a4c3-23d861dc73fa.COMG4S3GDEHZ9SAT.SEARCH&ppt=None&ppn=None&ssid=v6sog9kxls0000001651491306535&qH=312f91285e048e09
Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14ITL6 Thin and Light Laptop,"43,990",https://rukminim1.flixcart.com/image/312/312/kruyw7k0/computer/a/w/e/na-thin-and-light-laptop-lenovo-original-imag5k4qyjacgkuh.jpeg?q=70,"67,690",4.8,6 Ratings,0 Reviews,https://www.flipkart.com/lenovo-ideapad-3-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-14itl6-thin-light-laptop/p/itm74e97152c6d64?pid=COMGCFNZHZBNGR9E&lid=LSTCOMGCFNZHZBNGR9EW5D7VT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_114&otracker=search&otracker1=search&fm=organic&iid=733a81bc-8a92-4a8f-a4c3-23d861dc73fa.COMGCFNZHZBNGR9E.SEARCH&ppt=None&ppn=None&ssid=v6sog9kxls0000001651491306535&qH=312f91285e048e09
ASUS VivoBook 15 (2021) Core i5 10th Gen - (8 GB/1 TB HDD/Windows 11 Home) X515JA-BQ501W Thin and Ligh...,"43,990",https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70,"57,990","(None,)",0,0,https://www.flipkart.com/asus-vivobook-15-2021-core-i5-10th-gen-8-gb-1-tb-hdd-windows-11-home-x515ja-bq501w-thin-light-laptop/p/itme778cfd5f4b23?pid=COMGB6DZHH5YJ3YY&lid=LSTCOMGB6DZHH5YJ3YY59JR60&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_115&otracker=search&otracker1=search&fm=organic&iid=733a81bc-8a92-4a8f-a4c3-23d861dc73fa.COMGB6DZHH5YJ3YY.SEARCH&ppt=None&ppn=None&ssid=v6sog9kxls0000001651491306535&qH=312f91285e048e09
acer Aspire 3 Ryzen 3 Dual Core R33250U - (4 GB/512 GB SSD/Windows 11 Home) A315-23 Notebook,"34,990",https://rukminim1.flixcart.com/image/312/312/kybvo280/computer/c/u/5/-original-imagah7xqmwnt2x6.jpeg?q=70,"42,999",4.8,5 Ratings,0 Reviews,https://www.flipkart.com/acer-aspire-3-ryzen-dual-core-r33250u-4-gb-512-gb-ssd-windows-11-home-a315-23-notebook/p/itm3dfe6441269c3?pid=COMGB64G2N5VR6BC&lid=LSTCOMGB64G2N5VR6BCS5GWHL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_116&otracker=search&otracker1=search&fm=organic&iid=en_7NQotOQFxIFXOZyHVdAY6XgbXuaWNPessaP3rzQWxTX%2FSxNaXXZpD7hG8KOWldOujnHCQ0alaODcD6Ulo81Mxg%3D%3D&ppt=None&ppn=None&ssid=v6sog9kxls0000001651491306535&qH=312f91285e048e09
Lenovo IdeaPad 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15ITL6 Thin and Light Laptop,"52,490",https://rukminim1.flixcart.com/image/312/312/krdtlzk0/computer/k/z/z/na-thin-and-light-laptop-lenovo-original-imag56ugmfkzgzkj.jpeg?q=70,"88,990",4.2,102 Ratings,5 Reviews,https://www.flipkart.com/lenovo-ideapad-3-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-15itl6-thin-light-laptop/p/itm019d07e14a431?pid=COMG6AKVCAGQZBW8&lid=LSTCOMG6AKVCAGQZBW8AV9128&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_117&otracker=search&otracker1=search&fm=organic&iid=733a81bc-8a92-4a8f-a4c3-23d861dc73fa.COMG6AKVCAGQZBW8.SEARCH&ppt=None&ppn=None&ssid=v6sog9kxls0000001651491306535&qH=312f91285e048e09
ASUS VivoBook 14 (2021) Ryzen 7 Quad Core 3700U - (16 GB/512 GB SSD/Windows 11 Home) M415DA-EB512WS Th...,"50,990",https://rukminim1.flixcart.com/image/312/312/l2m78280/computer/z/e/f/-original-imagdx9szs8xz2rk.jpeg?q=70,"74,990","(None,)",0,0,https://www.flipkart.com/asus-vivobook-14-2021-ryzen-7-quad-core-3700u-16-gb-512-gb-ssd-windows-11-home-m415da-eb512ws-thin-light-laptop/p/itm111b016e68725?pid=COMGCG2GDC5RZZNX&lid=LSTCOMGCG2GDC5RZZNXYTRZ0J&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_118&otracker=search&otracker1=search&fm=organic&iid=733a81bc-8a92-4a8f-a4c3-23d861dc73fa.COMGCG2GDC5RZZNX.SEARCH&ppt=None&ppn=None&ssid=v6sog9kxls0000001651491306535&qH=312f91285e048e09
ASUS VivoBook K15 OLED Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) KM513UA-L712WS Thi...,"63,990",https://rukminim1.flixcart.com/image/312/312/l15bxjk0/computer/8/4/i/-original-imagcsyu53jxgtqe.jpeg?q=70,"86,990",4.5,24 Ratings,4 Reviews,https://www.flipkart.com/asus-vivobook-k15-oled-ryzen-7-octa-core-5700u-16-gb-512-gb-ssd-windows-11-home-km513ua-l712ws-thin-light-laptop/p/itmd737de314823c?pid=COMGB6DZQJHHSESY&lid=LSTCOMGB6DZQJHHSESYC1WZQS&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_119&otracker=search&otracker1=search&fm=organic&iid=733a81bc-8a92-4a8f-a4c3-23d861dc73fa.COMGB6DZQJHHSESY.SEARCH&ppt=None&ppn=None&ssid=v6sog9kxls0000001651491306535&qH=312f91285e048e09
acer Aspire 5 Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) A515-56 Thin and Light Lap...,"51,990",https://rukminim1.flixcart.com/image/312/312/knhsgi80/computer/u/y/4/na-thin-and-light-laptop-acer-original-imag25zfahpqmyjm.jpeg?q=70,"64,999",3.9,34 Ratings,4 Reviews,https://www.flipkart.com/acer-aspire-5-core-i5-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-a515-56-thin-light-laptop/p/itm07ce514e25a5d?pid=COMG69G2FNSS2MB2&lid=LSTCOMG69G2FNSS2MB2IKXJ6G&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_120&otracker=search&otracker1=search&fm=organic&iid=en_7NQotOQFxIFXOZyHVdAY6XgbXuaWNPessaP3rzQWxTVeigrix2j7q6hj2OJHab02yLXPJXbg55nsbdDpE2RTrA%3D%3D&ppt=None&ppn=None&ssid=v6sog9kxls0000001651491306535&qH=312f91285e048e09
DELL Vostro Core i3 11th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 10 Home) Vostro 3400 Thin and Light L...,"39,990",https://rukminim1.flixcart.com/image/312/312/ksyz8280/computer/b/7/0/na-thin-and-light-laptop-dell-original-imag6f5zes6jhdzk.jpeg?q=70,"45,810",3.9,182 Ratings,11 Reviews,https://www.flipkart.com/dell-vostro-core-i3-11th-gen-4-gb-1-tb-hdd-256-gb-ssd-windows-10-home-3400-thin-light-laptop/p/itm6995fb92c4031?pid=COMGYCG8YVCZHJCR&lid=LSTCOMGYCG8YVCZHJCRYX3H0Z&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_6_121&otracker=search&otracker1=search&fm=organic&iid=5af25e9c-d969-49f7-ba1a-ecf28417df18.COMGYCG8YVCZHJCR.SEARCH&ppt=None&ppn=None&ssid=6f51560ytc0000001651491308147&qH=312f91285e048e09
